"country","iso3c","date","SPI.INDEX.PIL1","SPI.INDEX.PIL2","SPI.INDEX.PIL3","SPI.INDEX.PIL4","SPI.INDEX.PIL5","SPI.INDEX","SPI.DIM1.5.INDEX","SPI.DIM2.1.INDEX","SPI.DIM2.2.INDEX","SPI.DIM2.4.INDEX","SPI.DIM3.1.INDEX","SPI.DIM3.2.INDEX","SPI.DIM3.3.INDEX","SPI.DIM3.4.INDEX","SPI.DIM4.1.CEN.INDEX","SPI.DIM4.1.SVY.INDEX","SPI.DIM4.2.INDEX","SPI.DIM4.3.INDEX","SPI.DIM5.1.INDEX","SPI.DIM5.2.INDEX","SPI.DIM5.5.INDEX","SPI.D1.5.POV","SPI.D1.5.CHLD.MORT","SPI.D1.5.DT.TDS.DPPF.XP.ZS","SPI.D1.5.SAFE.MAN.WATER","SPI.D1.5.LFP","SPI.D2.1.GDDS","SPI.D2.2.Machine.readable","SPI.D2.2.Non.proprietary","SPI.D2.2.Download.options","SPI.D2.2.Metadata.available","SPI.D2.2.Terms.of.use","SPI.D2.2.Openness.subscore","SPI.D2.4.NADA","SPI.D3.1.POV","SPI.D3.2.HNGR","SPI.D3.3.HLTH","SPI.D3.4.EDUC","SPI.D3.5.GEND","SPI.D3.6.WTRS","SPI.D3.7.ENRG","SPI.D3.8.WORK","SPI.D3.9.INDY","SPI.D3.10.NEQL","SPI.D3.11.CITY","SPI.D3.12.CNSP","SPI.D3.15.LAND","SPI.D3.16.INST","SPI.D3.17.PTNS","SPI.D3.13.CLMT","SPI.D3.NA","SPI.D4.1.1.POPU","SPI.D4.1.2.AGRI","SPI.D4.1.3.BIZZ","SPI.D4.1.4.HOUS","SPI.D4.1.5.AGSVY","SPI.D4.1.6.LABR","SPI.D4.1.7.HLTH","SPI.D4.1.8.BZSVY","SPI.D4.2.3.CRVS","SPI.D4.3.GEO.first.admin.level","SPI.D5.1.DILG","SPI.D5.2.1.SNAU","SPI.D5.2.2.NABY","SPI.D5.2.3.CNIN","SPI.D5.2.4.CPIBY","SPI.D5.2.5.HOUS","SPI.D5.2.6.EMPL","SPI.D5.2.7.CGOV","SPI.D5.2.8.FINA","SPI.D5.2.9.MONY","SPI.D5.2.10.GSBP","SPI.D5.5.DIFI","income","region","weights","population"
"El Salvador","SLV","2016","90","72.9","74.68125","59.2666666666667","40","67.3695833333333","0.9","1","0.187","1","0.786833333333333","0.679166666666667","0.6945","0.882","0.666666666666667","0.6","1","0.104","-99","0.4","-99","1","1","1","1","0.5","1","0.173","0.412","0","0.349","0","0.187","1","0.857","0.778","0.95","0.636","0.5","1","0.933","0.667","0.625","0.5","0.6","0.75","0.889","0.889","0.875","0.5",,"1","1","0","1","0","0.33","0.67","1","1","0.104",,"0","0","0.5","0.5","1","0","1","0","1","0",,"Upper middle income","Latin America & Caribbean","1","6200800"
"Ukraine","UKR","2016","100","43.9","69.63125","53.1916666666667","70","67.3445833333333","1","1","0.317","0","0.708166666666667","0.579166666666667","0.9445","0.764","0.166666666666667","0.734","1","0.227","-99","0.7","-99","1","1","1","1","1","1","0.417","0.455","0.042","0.671","0","0.317","0","1","0.7","0.81","0.364","0.375","1","0.6","0.583","0.625","0.5","0.667","0.5","0.889","0.778","0.75","1",,"0.5","0","0","1","0","1","0.67","1","1","0.227",,"0.5","1","1","1","1","0","0.5","0","1","1",,"Upper middle income","Europe & Central Asia","1","45616832"
"Cyprus","CYP","2016","80","49.1","53.90625","69.5666666666667","80","66.5145833333333","0.8","1","0.473","0","0.568","0.522166666666667","0.5835","0.4585","0.666666666666667","0.934","1","0.182","-99","0.8","-99","1","0","1","1","1","1","0.823","0.068","0","0.632","0.844","0.473","0","0.571","0.6","0.762","0.5","0.375","0.6","0.8","0.5","0.5","0.333","0.5","0.5","0.667","0.667","0.25","0.5",,"1","1","0","1","1","1","0.67","1","1","0.182",,"0.5","1","1","0.5","1","0","1","1","1","1",,"High income","Europe & Central Asia","1","1237112"
"Croatia","HRV","2016","90","51.5","48.35","67.3166666666667","75","66.4333333333333","0.9","1","0.545","0","0.535666666666667","0.489666666666667","0.3335","0.4585","0.666666666666667","0.866","1","0.16","-99","0.75","-99","1","1","1","0.5","1","1","0.27","0.976","0.165","0.815","0.5","0.545","0","0.429","0.6","0.81","0.4","0.375","0.6","0.8","0.5","0.571","0.4","0.167","0.5","0.667","0.667","0.25","0",,"1","1","0","1","1","1","0.33","1","1","0.16",,"0.5","1","1","0.5","1","1","0","0.5","1","1",,"High income","Europe & Central Asia","1","4106867"
"Belarus","BLR","2016","90","45.6","66.53125","49.9583333333333","80","66.4179166666667","0.9","1","0.368","0","0.701","0.610166666666667","0.625","0.764","0.333333333333333","0.466","1","0.199","-99","0.8","-99","1","1","1","1","0.5","1","0.182","0.82","0.042","0.796","0","0.368","0","0.714","0.667","0.905","0.545","0.375","1","0.8","0.667","0.444","0.5","0.5","0.75","0.75","0.778","0.75","0.5",,"1","0","0","1","0","0.33","0.33","0.67","1","0.199",,"0.5","1","1","1","1","0","1","0.5","1","1",,"Upper middle income","Europe & Central Asia","1","9469379"
"India","IND","2016","80","85.7333333333333","63.84375","49.0166666666667","50","65.71875","0.8","1","0.572","1","0.635333333333333","0.645833333333333","0.4375","0.8265","0.666666666666667","0.866","0","0.428","-99","0.5","-99","0.5","1","1","1","0.5","1","0.979","0.782","0","0.626","0.476","0.572","1","0.286","0.9","0.762","0.364","0.5","1","0.933","0.667","0.625","0.5","0.4","0.75","0.875","0.778","0.875","0",,"1","1","0","1","0.33","1","1","1","0","0.428",,"1","0.5","0.5","0.5","1","0","0.5","1","0","0",,"Lower middle income","South Asia","1","1343944296"
"Uruguay","URY","2016","100","74.4333333333333","63.0625","65.1666666666667","25","65.5325","1","1","0.233","1","0.692333333333333","0.568","0.625","0.639","0.666666666666667","0.8","1","0.14","-99","0.25","-99","1","1","1","1","1","1","0.525","0.25","0","0.392","0","0.233","1","0.714","0.667","0.762","0.636","0.625","0.75","0.8","0.583","0.625","0.4","0.5","0.5","0.75","0.778","0.5","0.5",,"1","1","0","1","0","1","1","1","1","0.14",,"0.5","0","0","0.5","0","0","0.5","0","1","0",,"High income","Latin America & Caribbean","1","3379283"
"Argentina","ARG","2016","70","75.6","79.825","66.9166666666667","35","65.4683333333333","0.7","1","0.268","1","0.758666666666667","0.795833333333333","0.9445","0.778","0.666666666666667","0.734","1","0.276","-99","0.35","-99","1","1","0","0.5","1","1","0.777","0","0","0.561","0","0.268","1","1","0.7","0.95","0.727","0.375","0.8","1","0.75","0.625","0.4","1","1","0.889","0.778","0.778","1",,"1","1","0","1","0.33","1","0.67","0.67","1","0.276",,"1","0","0.5","0","1","0","1","0","0","0",,"Upper middle income","Latin America & Caribbean","1","43900313"
"Singapore","SGP","2016","100","48.0333333333333","40.94375","62.4083333333333","75","65.2770833333333","1","1","0.441","0","0.4145","0.438833333333333","0.25","0.4655","0.333333333333333","0.734","1","0.429","1","0.75","1","1","1","1","1","1","1","0.733","0.671","0.346","0.089","0.367","0.441","0","0","0.375","0.762","0.5","0.25","0.6","0.8","0.333","0.5","0.167","0.333","0.5","0.5","0.556","0.375","0",,"1","0","0","0.67","0","1","1","1","1","0.429","1","1","0.5","1","0.5","1","1","0.5","1","0","1","1","High income","East Asia & Pacific","1","5607283"
"Albania","ALB","2016","100","18.1333333333333","63.1","63.2916666666667","80","64.905","1","0","0.544","0","0.637333333333333","0.577666666666667","0.6945","0.7085","0.666666666666667","0.666","1","0.199","-99","0.8","-99","1","1","1","1","1","0","0.78","0.865","0.425","0.648","0","0.544","0","0.857","0.7","0.762","0.455","0.25","0.8","0.8","0.583","0.333","0.5","0.5","0.75","0.889","0.667","0.75","0.5",,"1","1","0","1","0","1","0.33","1","1","0.199",,"0.5","1","1","0.5","1","0","1","1","1","1",,"Upper middle income","Europe & Central Asia","1","2876101"
"Uganda","UGA","2016","100","45.5","70.93125","38.2416666666667","65","63.9345833333333","1","0","0.365","1","0.752166666666667","0.6185","0.6875","0.875","0.666666666666667","0.8","0","0.063","-99","0.65","-99","1","1","1","1","1","0","0.238","0.771","0","0.475","0.338","0.365","1","0.857","0.875","0.667","0.364","0.75","1","0.8","0.417","0.444","0.75","0.8","0.5","0.875","1","0.75","0.5",,"1","1","0","1","0.33","1","1","0.67","0","0.063",,"1","0.5","0","0.5","1","1","1","0.5","1","0",,"Low income","Sub-Saharan Africa","1","38799152"
"Dominican Republic","DOM","2016","100","48.6666666666667","65.875","41.3166666666667","60","63.1716666666667","1","0","0.46","1","0.750166666666667","0.545833333333333","0.4445","0.9375","0.666666666666667","0.734","0","0.252","-99","0.6","-99","1","1","1","1","1","0","0.912","0.729","0.048","0.167","0.443","0.46","1","0.571","0.778","1","0.727","0.625","0.8","0.933","0.667","0.375","0.6","0.2","0.5","0.889","1","0.875","0",,"1","1","0","1","0","1","1","0.67","0","0.252",,"1","0.5","1","0.5","1","0","1","0","1","0",,"Upper middle income","Latin America & Caribbean","1","10551430"
"Peru","PER","2016","90","76.1333333333333","70.61875","47.7166666666667","30","62.89375","0.9","1","0.284","1","0.747","0.65","0.6875","0.771","0.666666666666667","1","0","0.242","-99","0.3","-99","1","1","1","1","0.5","1","0.783","0.431","0.021","0.185","0","0.284","1","0.857","0.8","0.905","0.545","0.375","1","0.8","0.75","0.5","0.5","0.6","0.75","0.875","0.667","0.875","0.5",,"1","1","0","1","1","1","1","1","0","0.242",,"0.5","0.5","1","0.5","0","0","0.5","0","0","0",,"Upper middle income","Latin America & Caribbean","1","30866494"
"North Macedonia","MKD","2016","100","52.4666666666667","51.31875","64.25","45","62.6070833333333","1","1","0.574","0","0.627333333333333","0.381833333333333","0.4445","0.6335","0.5","0.934","1","0.136","-99","0.45","-99","1","1","1","1","1","1","0.79","0.955","0.341","0.782","0","0.574","0","0.571","0.556","0.762","0.5","0.375","1","0.6","0.385","0.556","0.333","0.167","0.25","0.889","0.667","0.6","0",,"0.5","1","0","1","1","1","0.67","1","1","0.136",,"0.5","0","1","1","1","0","0","0","0","1",,"Upper middle income","Europe & Central Asia","1","1906313"
"Tunisia","TUN","2016","90","82.9","62.9875","56.15","20","62.4075","0.9","1","0.487","1","0.695","0.5625","0.6945","0.572","0.5","0.6","1","0.146","-99","0.2","-99","0.5","1","1","1","1","1","0.896","0.893","0.458","0.188","0","0.487","1","0.857","0.889","0.81","0.364","0.25","1","0.8","0.25","0.625","0.6","0.6","0.5","0.889","0.444","0.7","0.5",,"1","0.5","0","0.67","0","1","1","0.33","1","0.146",,"0.5","0.5","1","0","0","0","0","0","0","0",,"Lower middle income","Middle East, North Africa, Afghanistan & Pakistan","1","11528674"
"Malaysia","MYS","2016","86.6","46.2333333333333","72.91875","55.95","45","61.3404166666667","0.866","1","0.387","0","0.725333333333333","0.668166666666667","0.9445","0.7085","0.5","0.532","1","0.206","-99","0.45","-99","1","1","0.33","1","1","1","0.617","0.436","0.14","0.383","0.36","0.387","0","1","0.9","0.857","0.545","0.25","0.8","0.8","0.667","0.625","0.75","0.667","0.5","0.889","0.667","0.75","1",,"1","0.5","0","1","0","1","0.33","0.33","1","0.206",,"0.5","0.5","1","0.5","1","0","0","0","1","0",,"Upper middle income","East Asia & Pacific","1","31789685"
"Tanzania","TZA","2016","90","41.8","75.1125","44.3166666666667","55","61.2458333333333","0.9","0","0.254","1","0.739666666666667","0.675333333333333","0.9445","0.8195","0.666666666666667","0.868","0","0.238","-99","0.55","-99","0.5","1","1","1","1","0","0.149","0.741","0","0.377","0","0.254","1","0.857","0.8","0.667","0.364","0.75","1","0.8","0.538","0.714","0.5","1","0.5","0.889","0.889","0.75","1",,"1","1","0","1","0.67","0.67","1","1","0","0.238",,"1","0.5","0.5","0.5","1","1","0","0","1","0",,"Lower middle income","Sub-Saharan Africa","1","53824013"
"Morocco","MAR","2016","90","73.6","62.25","44.2583333333333","30","60.0216666666667","0.9","1","0.208","1","0.6655","0.508333333333333","0.6875","0.771","0.833333333333333","0.734","0","0.203","-99","0.3","-99","0.5","1","1","1","1","1","0.099","0.723","0","0.215","0","0.208","1","0.714","0.667","0.762","0.6","0.25","1","0.8","0.25","0.5","0.4","0.6","0.5","0.875","0.667","0.875","0.5",,"1","1","0.5","1","0","1","0.67","1","0","0.203",,"0.5","0.5","0.5","0.5","0","0","0","0","1","0",,"Lower middle income","Middle East, North Africa, Afghanistan & Pakistan","1","35023457"
"Ghana","GHA","2016","100","40.2333333333333","66.2125","45.2666666666667","45","59.3425","1","0","0.207","1","0.693","0.631833333333333","0.6945","0.628","0.666666666666667","0.868","0","0.276","-99","0.45","-99","1","1","1","1","1","0","0.048","0.758","0","0.23","0","0.207","1","0.857","0.667","0.714","0.545","0.375","1","0.933","0.583","0.375","0.6","0.8","0.5","0.889","0.556","0.7","0.5",,"1","0","1","1","0.67","0.67","1","1","0","0.276",,"0.5","0.5","1","0.5","1","0","0","0","1","0",,"Lower middle income","Sub-Saharan Africa","1","29356742"
"Honduras","HND","2016","90","41.0666666666667","74.60625","50.3833333333333","40","59.21125","0.9","0","0.232","1","0.756666666666667","0.709666666666667","0.6875","0.882","0.333333333333333","0.934","0.5","0.248","-99","0.4","-99","1","1","1","1","0.5","0","0.769","0.273","0.021","0.099","0","0.232","1","0.571","0.667","0.95","0.727","0.625","1","0.933","0.75","0.625","0.4","0.8","0.75","0.875","0.889","0.875","0.5",,"1","0","0","1","1","1","0.67","1","0.5","0.248",,"0.5","0","0.5","0","1","0","1","0","1","0",,"Lower middle income","Latin America & Caribbean","1","9412380"
"Guatemala","GTM","2016","90","42.1333333333333","77.125","60.0083333333333","25","58.8533333333333","0.9","0","0.264","1","0.7955","0.670833333333333","0.9445","0.8265","0.333333333333333","0.868","1","0.199","-99","0.25","-99","0.5","1","1","1","1","0","0.408","0.483","0.042","0.386","0","0.264","1","1","0.778","0.9","0.545","0.75","0.8","0.933","0.667","0.625","0.5","0.8","0.5","0.889","0.778","0.875","1",,"0.5","0.5","0","1","1","1","0.67","0.67","1","0.199",,"0.5","0","0.5","0.5","0","0","0","0","1","0",,"Upper middle income","Latin America & Caribbean","1","16268760"
"Bolivia","BOL","2016","100","46.2666666666667","70.8875","58.4166666666667","15","58.1141666666667","1","0","0.388","1","0.789","0.644333333333333","0.6875","0.6835","0.666666666666667","0.802","0.5","0.368","-99","0.15","-99","1","1","1","1","1","0","0.661","0.802","0.389","0.09","0","0.388","1","0.857","0.9","0.95","0.727","0.5","0.8","0.933","0.75","0.333","0.5","0.6","0.75","0.875","0.667","0.7","0.5",,"1","1","0","1","0.67","0.67","1","0.67","0.5","0.368",,"0","0","0.5","0","0","0","0","0","1","0",,"Lower middle income","Latin America & Caribbean","1","11180020"
"Montenegro","MNE","2016","90","44.7","59.9","61.7166666666667","30","57.2633333333333","0.9","0","0.341","1","0.638","0.498166666666667","0.6945","0.689","0.666666666666667","0.666","1","0.136","-99","0.3","-99","1","1","1","0.5","1","0","0.715","0.183","0","0.737","0.071","0.341","1","0.857","0.9","0.857","0.364","0.25","0.6","0.6","0.583","0.556","0.5","0.5","0.25","0.889","0.778","0.6","0.5",,"1","1","0","1","0.33","1","0.33","0.67","1","0.136",,"0.5","0","1","0.5","1","0","0","0","0","0",,"Upper middle income","Europe & Central Asia","1","625353"
"Bangladesh","BGD","2016","83.4","43.0333333333333","72.2125","52.1416666666667","35","57.1575","0.834","0","0.291","1","0.749666666666667","0.6875","0.6945","0.771","0.666666666666667","0.734","0.5","0.185","-99","0.35","-99","0.5","1","0.67","1","1","0","0.063","0.867","0.021","0.461","0.045","0.291","1","0.714","0.889","0.85","0.545","0.5","1","0.933","0.667","0.375","0.6","0.8","0.75","0.889","0.667","0.875","0.5",,"1","1","0","0.67","0.33","1","1","0.67","0.5","0.185",,"0.5","0.5","1","0.5","0","0","0","0","1","0",,"Lower middle income","South Asia","1","160811932"
"Nigeria","NGA","2016","100","45.9","53.86875","45.8166666666667","40","57.1170833333333","1","0","0.377","1","0.595166666666667","0.482","0.4445","0.6335","0.666666666666667","0.866","0","0.3","-99","0.4","-99","1","1","1","1","1","0","0.211","0.795","0.116","0.376","0.386","0.377","1","0.286","0.889","0.714","0.182","0.5","1","0.8","0.417","0.375","0.4","0.4","0.5","0.889","0.667","0.6","0",,"1","1","0","1","1","0.33","1","1","0","0.3",,"1","0.5","1","0.5","0","0","0","0","1","0",,"Lower middle income","Sub-Saharan Africa","1","195443700"
"Pakistan","PAK","2016","100","43.0666666666667","64.75","41.8","35","56.9233333333333","1","0","0.292","1","0.702166666666667","0.619","0.6945","0.522","0.5","0.734","0","0.438","-99","0.35","-99","1","1","1","1","1","0","0","0.85","0","0.61","0","0.292","1","0.857","0.889","0.762","0.455","0.25","1","0.8","0.5","0.714","0.6","0.6","0.5","0.889","0.444","0.6","0.5",,"0.5","1","0","1","0","1","1","0.67","0","0.438",,"0.5","0.5","1","0.5","0","0","0","0","1","0",,"Lower middle income","Middle East, North Africa, Afghanistan & Pakistan","1","220138869"
"Zambia","ZMB","2016","90","39.5","67.6875","44.05","40","56.2475","0.9","0","0.185","1","0.671833333333333","0.619333333333333","0.9445","0.597","0.5","0.934","0","0.328","-99","0.4","-99","0.5","1","1","1","1","0","0","0.615","0","0.308","0","0.185","1","1","0.875","0.667","0.364","0.375","0.75","0.8","0.333","0.333","0.75","1","0.5","0.889","0.444","0.75","1",,"1","0.5","0","1","1","1","0.67","1","0","0.328",,"1","0.5","0.5","0","1","0","0","0","1","0",,"Lower middle income","Sub-Saharan Africa","1","16914423"
"St. Lucia","LCA","2016","100","40.5333333333333","56.875","58.8166666666667","25","56.245","1","0","0.216","1","0.551833333333333","0.476333333333333","0.6945","0.771","0.666666666666667","0.4","1","0.286","-99","0.25","-99","1","1","1","1","1","0","0.024","0.651","0","0.065","0.337","0.216","1","0.571","0.625","0.81","0.455","0.25","0.6","0.8","0.25","0.125","0.333","0.6","0.75","0.889","0.667","0.875","0.5",,"1","1","0","0.33","0","0.67","0.67","0.33","1","0.286",,"0","0.5","0.5","0.5","0","0","0","0","1","0",,"Upper middle income","Latin America & Caribbean","1","175646"
"Jordan","JOR","2016","80","46.7666666666667","64.5125","69.65","20","56.1858333333333","0.8","1","0.403","0","0.659666666666667","0.572166666666667","0.6945","0.771","1","0.934","0.5","0.352","-99","0.2","-99","0","1","1","1","1","1","0.564","0.836","0.325","0.218","0.071","0.403","0","0.429","0.889","0.81","0.455","0.375","1","0.933","0.5","0.5","0.4","0.6","0.5","0.889","0.667","0.875","0.5",,"1","1","1","1","1","1","1","0.67","0.5","0.352",,"0","0","1","0.5","0","0","0","0.5","0","0",,"Lower middle income","Middle East, North Africa, Afghanistan & Pakistan","1","10006367"
"Kenya","KEN","2016","80","49.8666666666667","68.775","35.9416666666667","45","55.9166666666667","0.8","0","0.496","1","0.7585","0.55","0.6945","0.882","0.666666666666667","0.534","0","0.237","-99","0.45","-99","0.5","1","1","1","0.5","0","0.332","0.91","0.308","0.467","0.467","0.496","1","0.857","0.9","0.714","0.455","0.625","1","0.933","0.417","0.25","0.4","0.8","0.5","0.889","0.889","0.875","0.5",,"1","0","1","1","0","0","1","0.67","0","0.237",,"1","0.5","0.5","0.5","0","0","1","0","1","0",,"Lower middle income","Sub-Saharan Africa","1","48139687"
"Malawi","MWI","2016","90","46.3666666666667","72.2875","48.675","20","55.4658333333334","0.9","0","0.391","1","0.764","0.554833333333333","0.9445","0.882","1","0.734","0","0.213","-99","0.2","-99","0.5","1","1","1","1","0","0.284","0.804","0.198","0.257","0.412","0.391","1","1","0.9","0.714","0.545","0.625","0.8","0.933","0.385","0.111","0.6","0.8","0.5","0.889","0.889","0.875","1",,"1","1","1","1","0","0.67","1","1","0","0.213",,"1","0.5","0.5","0","0","0","0","0","0","0",,"Low income","Sub-Saharan Africa","1","17557739"
"Bosnia and Herzegovina","BIH","2016","90","10.7333333333333","59.46875","51.6833333333333","65","55.3770833333333","0.9","0","0.322","0","0.623666666666667","0.559333333333333","0.4445","0.764","0.333333333333333","0.734","1","0","-99","0.65","-99","0.5","1","1","1","1","0","0.1","0.757","0.024","0.728","0","0.322","0","0.429","0.778","0.905","0.455","0.375","0.8","0.8","0.583","0.556","0.5","0.167","0.75","0.889","0.778","0.75","0",,"1","0","0","1","0","1","0.67","1","1","0",,"0.5","1","1","0.5","1","0","1","0.5","1","0",,"Upper middle income","Europe & Central Asia","1","3473003"
"Fiji","FJI","2016","90","40.8333333333333","59.75625","55.1416666666667","30","55.14625","0.9","0","0.225","1","0.6235","0.5","0.6945","0.7155","0.666666666666667","0.466","1","0.073","-99","0.3","-99","0.5","1","1","1","1","0","0.167","0.724","0","0.171","0.063","0.225","1","0.857","0.444","0.81","0.455","0.375","0.8","0.933","0.417","0.25","0.4","0.5","0.5","0.889","0.556","0.875","0.5",,"1","1","0","1","0","1","0","0.33","1","0.073",,"0.5","0","1","0.5","0","0","0","0","1","0",,"Upper middle income","East Asia & Pacific","1","919166"
"Senegal","SEN","2016","90","45.8333333333333","62.7125","46.85","30","55.0791666666667","0.9","0","0.375","1","0.633833333333333","0.584666666666667","0.6945","0.667","1","0.734","0","0.14","-99","0.3","-99","0.5","1","1","1","1","0","0.095","0.733","0.048","0.456","0.543","0.375","1","0.571","0.8","0.762","0.545","0.375","0.75","0.8","0.583","0.625","0.4","0.6","0.5","0.889","0.556","0.778","0.5",,"1","1","1","0.67","1","0.67","1","0.33","0","0.14",,"0.5","0","0.5","0.5","1","0","0","0.5","0","0",,"Lower middle income","Sub-Saharan Africa","1","15034521"
"Panama","PAN","2016","100","13.3666666666667","68.8625","67.4416666666667","25","54.9341666666667","1","0","0.401","0","0.7275","0.645833333333333","0.6945","0.6945","0.666666666666667","0.666","1","0.365","-99","0.25","-99","1","1","1","1","1","0","0.682","0.802","0","0.521","0","0.401","0","0.857","0.667","0.905","0.636","0.5","0.8","0.8","0.75","0.625","0.4","0.8","0.5","0.889","0.889","0.5","0.5",,"1","1","0","1","0","1","0.33","1","1","0.365",,"0.5","0.5","0.5","0","0","0","0","0","1","0",,"High income","Latin America & Caribbean","1","4029086"
"Rwanda","RWA","2016","80","56.0333333333333","66.23125","31.6833333333333","40","54.7895833333333","0.8","0","0.681","1","0.725333333333333","0.6","0.6945","0.628","0.333333333333333","0.934","0","0","-99","0.4","-99","1","1","1","1","0","0","0.261","0.979","0.264","0.901","1","0.681","1","0.857","0.778","0.762","0.455","0.5","1","0.8","0.417","0.333","0.75","0.8","0.5","0.889","0.556","0.7","0.5",,"1","0","0","1","1","0.67","1","1","0","0",,"1","0.5","1","0.5","0","0","1","0","0","0",,"Low income","Sub-Saharan Africa","1","11919183"
"Azerbaijan","AZE","2016","80","13.7333333333333","59.81875","57.0916666666667","60","54.12875","0.8","0","0.412","0","0.676833333333333","0.513166666666667","0.4445","0.771","0.666666666666667","0.466","1","0.151","-99","0.6","-99","0","1","1","1","1","0","0.869","0.414","0","0.776","0","0.412","0","0.429","0.889","0.857","0.6","0.286","1","0.8","0.462","0.5","0.4","0.167","0.75","0.889","0.667","0.875","0",,"1","1","0","1","0","0.67","0.33","0.33","1","0.151",,"0.5","0","1","1","1","0","0.5","0","1","1",,"Upper middle income","Europe & Central Asia","1","9757812"
"Niger","NER","2016","100","42.3333333333333","67.90625","34.55","25","53.9579166666667","1","0","0.27","1","0.722833333333333","0.545333333333333","0.9445","0.6835","0.5","0.666","0","0.216","-99","0.25","-99","1","1","1","1","1","0","0.021","0.777","0.021","0.508","0.021","0.27","1","1","0.778","0.714","0.545","0.5","0.8","0.8","0.417","0.222","0.333","1","0.5","0.889","0.667","0.7","1",,"1","0.5","0","1","0.67","0.33","1","0.33","0","0.216",,"0.5","0.5","0.5","0","1","0","0","0","0","0",,"Low income","Sub-Saharan Africa","1","20685753"
"Cambodia","KHM","2016","80","40.1333333333333","71.80625","36.9916666666667","40","53.78625","0.8","0","0.204","1","0.763833333333333","0.6625","0.6945","0.771","0.666666666666667","0.532","0","0.281","-99","0.4","-99","0","1","1","1","1","0","0.257","0.526","0.021","0.215","0","0.204","1","0.714","0.667","0.85","0.727","0.625","1","0.933","0.667","0.625","0.4","0.6","0.75","0.889","0.667","0.875","0.5",,"1","1","0","1","0","0.33","1","0.33","0","0.281",,"0.5","0","0.5","0","1","0","0","0","1","1",,"Lower middle income","East Asia & Pacific","1","15852803"
"Viet Nam","VNM","2016","100","45.5666666666667","56.625","41.3666666666667","25","53.7116666666667","1","0","0.367","1","0.649333333333333","0.518","0.4445","0.5835","0.666666666666667","0.8","0","0.188","-99","0.25","-99","1","1","1","1","1","0","0.453","0.777","0.277","0.329","0","0.367","1","0.571","0.8","0.714","0.636","0.375","0.8","0.8","0.583","0.625","0.4","0.2","0.5","0.889","0.667","0.5","0",,"1","1","0","1","0","1","1","1","0","0.188",,"0.5","0.5","1","0.5","0","0","0","0","0","0",,"Lower middle income","East Asia & Pacific","1","94000117"
"China","CHN","2016","83.4","48.5333333333333","58.90625","32.3416666666667","45","53.63625","0.834","1","0.456","0","0.592166666666667","0.566666666666667","0.6945","0.5415","0.666666666666667","0.4","0","0.227","-99","0.45","-99","1","1","0.67","1","0.5","1","0","0.958","0","0.844","0.479","0.456","0","0.714","0.8","0.75","0.364","0.125","0.8","0.8","0.25","0.5","0.6","0.5","0.75","0.889","0.333","0.75","0.5",,"1","1","0","1","0","0.67","0.33","0","0","0.227",,"0.5","0","1","1","1","0","0.5","0.5","0","0",,"Upper middle income","East Asia & Pacific","1","1387790000"
"Samoa","WSM","2016","90","44.4","56.9375","29.5416666666667","45","53.1758333333333","0.9","0","0.332","1","0.589166666666667","0.477833333333333","0.6945","0.6595","0.666666666666667","0.466","0","0.049","-99","0.45","-99","0.5","1","1","1","1","0","0.211","0.933","0","0.383","0.134","0.332","1","0.571","0.667","0.667","0.455","0.375","0.8","0.8","0.417","0.25","0.4","0.5","0.5","0.889","0.444","0.875","0.5",,"1","1","0","0.67","0.33","0.33","0.33","0.67","0","0.049",,"0.5","0.5","0.5","0.5","1","0","0","0.5","1","0",,"Upper middle income","East Asia & Pacific","1","203499"
"Paraguay","PRY","2016","70","43.1666666666667","68.51875","38.4166666666667","45","53.0204166666667","0.7","0","0.295","1","0.779333333333333","0.559333333333333","0.6945","0.771","0.666666666666667","0.734","0","0.136","-99","0.45","-99","1","0","1","1","0.5","0","0.021","0.85","0","0.179","0.425","0.295","1","0.857","0.778","0.905","0.636","0.5","1","0.8","0.5","0.556","0.5","0.5","0.5","0.889","0.667","0.875","0.5",,"1","1","0","1","0","1","0.67","1","0","0.136",,"0.5","0","0.5","0.5","1","0","1","0","1","0",,"Upper middle income","Latin America & Caribbean","1","6249126"
"Cabo Verde","CPV","2016","80","45.2333333333333","59.2625","55.5666666666667","25","53.0125","0.8","0","0.357","1","0.577166666666667","0.570333333333333","0.6945","0.604","0.666666666666667","0.468","1","0.088","-99","0.25","-99","0","1","1","1","1","0","0.588","0.592","0.483","0.123","0","0.357","1","0.857","0.444","0.857","0.455","0.25","0.6","0.8","0.333","0.222","0.4","0.667","1","0.889","0.333","0.875","0.5",,"1","1","0","0.67","0","1","0","0.67","1","0.088",,"0.5","0.5","0","0","0","0","0.5","0","1","0",,"Upper middle income","Sub-Saharan Africa","1","512554"
"Cameroon","CMR","2016","80","47.4333333333333","69.375","33.175","35","52.9966666666667","0.8","0","0.423","1","0.7245","0.620833333333333","0.6945","0.8195","0.5","0.6","0","0.227","-99","0.35","-99","0.5","1","1","1","0.5","0","0.317","0.843","0.293","0.389","0.273","0.423","1","0.857","0.667","0.762","0.636","0.625","0.8","0.933","0.667","0.375","0.4","0.6","0.75","0.889","0.889","0.75","0.5",,"0.5","0","1","0.67","0","0.33","1","1","0","0.227",,"0.5","0","1","0","1","0","0","0","1","0",,"Lower middle income","Sub-Saharan Africa","1","23454161"
